ip.src	ip.dst	ip.proto
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
204.9.163.166	192.168.3.131	6.0
204.9.163.166	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	204.9.163.166	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.75	192.168.3.131	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.75	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
192.168.3.131	208.82.236.129	6.0
192.168.3.131	208.82.236.130	6.0
208.82.236.129	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
208.82.236.130	192.168.3.131	6.0
192.168.3.131	208.82.236.130	6.0
65.54.95.140	192.168.3.131	6.0
192.168.3.131	65.54.95.140	6.0
65.54.95.216	192.168.3.131	6.0
192.168.3.131	65.54.95.216	6.0
192.168.3.131	72.14.213.105	6.0
72.14.213.105	192.168.3.131	6.0
204.9.163.166	192.168.3.131	6.0
192.168.3.131	204.9.163.166	6.0
72.14.213.18	192.168.3.131	6.0
192.168.3.131	72.14.213.18	6.0
192.168.3.131	65.54.95.140	6.0
192.168.3.131	65.54.95.216	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.140	192.168.3.131	6.0
65.54.95.216	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	208.82.236.129	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.129	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
192.168.3.131	208.82.236.129	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
208.82.236.129	192.168.3.131	6.0
66.235.139.121	192.168.3.131	6.0
72.14.213.18	192.168.3.131	6.0
192.168.3.131	72.14.213.18	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	208.82.236.129	6.0
208.82.236.129	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
192.168.3.131	208.82.236.129	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.129	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
192.168.3.131	208.82.236.129	6.0
208.82.236.129	192.168.3.131	6.0
72.14.203.102	192.168.3.131	6.0
192.168.3.131	72.14.203.102	6.0
66.235.133.62	192.168.3.131	6.0
192.168.3.131	72.14.203.102	6.0
72.14.203.102	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
208.82.236.129	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
192.168.3.131	208.82.236.129	6.0
192.168.3.131	208.82.236.129	6.0
208.82.236.129	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.129	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
192.168.3.131	208.82.236.129	6.0
192.168.3.131	208.82.236.130	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
192.168.3.131	208.82.236.130	6.0
208.82.236.130	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
192.168.3.131	208.82.236.130	6.0
208.82.236.130	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
192.168.3.131	208.82.236.130	6.0
208.82.236.130	192.168.3.131	6.0
192.168.3.131	208.82.236.130	6.0
192.168.3.131	208.82.236.130	6.0
208.82.236.130	192.168.3.131	6.0
192.168.3.131	204.9.163.166	6.0
192.168.3.131	204.9.163.166	6.0
204.9.163.166	192.168.3.131	6.0
192.168.3.131	204.9.163.166	6.0
192.168.3.131	204.9.163.166	6.0
204.9.163.166	192.168.3.131	6.0
204.9.163.166	192.168.3.131	6.0
204.9.163.166	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	204.9.163.166	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.75	192.168.3.131	6.0
204.9.163.166	192.168.3.131	6.0
192.168.3.131	204.9.163.166	6.0
206.108.207.163	192.168.3.131	6.0
206.108.207.163	192.168.3.131	6.0
192.168.3.131	206.108.207.163	6.0
72.14.213.156	192.168.3.131	6.0
192.168.3.131	72.14.213.156	6.0
72.14.213.167	192.168.3.131	6.0
192.168.3.131	72.14.213.167	6.0
192.168.3.131	65.54.95.75	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.75	192.168.3.131	6.0
65.54.95.75	192.168.3.131	6.0
65.54.95.75	192.168.3.131	6.0
65.54.95.75	192.168.3.131	6.0
172.16.255.1	204.9.163.158	6.0
204.9.163.158	172.16.255.1	6.0
172.16.255.1	204.9.163.158	6.0
172.16.255.1	204.9.163.158	6.0
192.168.3.131	65.54.95.75	6.0
192.168.3.131	65.54.95.75	6.0
204.9.163.158	172.16.255.1	6.0
204.9.163.158	172.16.255.1	6.0
204.9.163.158	172.16.255.1	6.0
172.16.255.1	204.9.163.158	6.0
172.16.255.1	204.9.163.158	6.0
204.9.163.158	172.16.255.1	6.0
192.168.3.131	208.82.236.129	6.0
10.0.2.15	65.55.25.60	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.129	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
192.168.3.131	208.82.236.129	6.0
208.82.236.129	192.168.3.131	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
192.168.3.131	72.14.213.156	6.0
192.168.3.131	72.14.213.167	6.0
72.14.213.156	192.168.3.131	6.0
72.14.213.167	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
208.82.236.129	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
192.168.3.131	208.82.236.129	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.129	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.129	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.129	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
192.168.3.131	208.82.236.129	6.0
208.82.236.129	192.168.3.131	6.0
72.14.213.18	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.75	192.168.3.131	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	72.14.213.18	6.0
172.16.255.1	204.9.163.158	6.0
204.9.163.158	172.16.255.1	6.0
172.16.255.1	204.9.163.158	6.0
172.16.255.1	204.9.163.158	6.0
204.9.163.158	172.16.255.1	6.0
204.9.163.158	172.16.255.1	6.0
204.9.163.158	172.16.255.1	6.0
172.16.255.1	204.9.163.158	6.0
172.16.255.1	204.9.163.158	6.0
204.9.163.158	172.16.255.1	6.0
72.14.213.101	192.168.3.131	6.0
192.168.3.131	72.14.213.101	6.0
172.16.255.1	204.9.163.158	6.0
204.9.163.158	172.16.255.1	6.0
172.16.255.1	204.9.163.158	6.0
172.16.255.1	204.9.163.158	6.0
204.9.163.158	172.16.255.1	6.0
204.9.163.158	172.16.255.1	6.0
204.9.163.158	172.16.255.1	6.0
172.16.255.1	204.9.163.158	6.0
172.16.255.1	204.9.163.158	6.0
172.16.255.1	204.9.163.158	6.0
204.9.163.158	172.16.255.1	6.0
204.9.163.158	172.16.255.1	6.0
172.16.255.1	204.9.163.158	6.0
172.16.255.1	204.9.163.158	6.0
192.168.3.131	65.54.95.68	6.0
204.9.163.158	172.16.255.1	6.0
204.9.163.158	172.16.255.1	6.0
192.168.3.131	65.54.95.75	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	65.54.95.68	6.0
204.9.163.158	172.16.255.1	6.0
172.16.255.1	204.9.163.158	6.0
172.16.255.1	204.9.163.158	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.75	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.75	192.168.3.131	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.75	192.168.3.131	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
204.9.163.158	172.16.255.1	6.0
192.168.3.131	65.54.95.68	6.0
206.108.207.155	192.168.3.131	6.0
206.108.207.155	192.168.3.131	6.0
192.168.3.131	206.108.207.155	6.0
65.55.25.60	10.0.2.15	6.0
10.0.2.15	65.55.25.60	6.0
72.14.213.18	192.168.3.131	6.0
192.168.3.131	72.14.213.18	6.0
172.16.255.1	71.224.25.112	17.0
172.16.255.1	255.255.255.255	17.0
172.16.0.1	172.16.255.1	17.0
172.16.255.1	224.0.0.252	17.0
71.224.25.112	172.16.255.1	17.0
172.16.255.1	71.224.25.112	17.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	65.54.95.68	6.0
172.16.255.1	224.0.0.252	17.0
71.224.25.112	172.16.255.1	17.0
172.16.255.1	156.26.54.15	17.0
172.16.255.1	204.9.163.158	6.0
156.26.54.15	172.16.255.1	17.0
172.16.255.1	178.144.253.171	17.0
204.9.163.158	172.16.255.1	6.0
172.16.255.1	204.9.163.158	6.0
172.16.255.1	204.9.163.158	6.0
172.16.255.1	172.16.255.255	17.0
204.9.163.158	172.16.255.1	6.0
204.9.163.158	172.16.255.1	6.0
204.9.163.158	172.16.255.1	6.0
172.16.255.1	204.9.163.158	6.0
172.16.255.1	204.9.163.158	6.0
204.9.163.158	172.16.255.1	6.0
178.144.253.171	172.16.255.1	17.0
172.16.255.1	147.31.122.1	17.0
147.31.122.1	172.16.255.1	17.0
172.16.255.1	147.31.122.1	6.0
172.16.255.1	75.76.39.18	17.0
75.76.39.18	172.16.255.1	17.0
172.16.255.1	69.255.24.214	17.0
69.255.24.214	172.16.255.1	17.0
172.16.255.1	67.163.123.10	17.0
172.16.255.1	172.16.255.255	17.0
192.168.3.131	72.14.213.101	6.0
72.14.213.101	192.168.3.131	6.0
67.163.123.10	172.16.255.1	17.0
172.16.255.1	74.75.251.207	17.0
74.75.251.207	172.16.255.1	17.0
172.16.255.1	128.173.201.171	17.0
128.173.201.171	172.16.255.1	17.0
172.16.255.1	172.16.255.255	17.0
72.14.213.18	192.168.3.131	6.0
192.168.3.131	72.14.213.18	6.0
172.16.255.1	147.31.122.1	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
172.16.255.1	147.31.122.1	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
192.168.3.131	208.82.236.129	6.0
192.168.3.131	208.82.236.130	6.0
192.168.3.131	208.82.236.129	6.0
208.82.236.129	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
192.168.3.131	208.82.236.129	6.0
208.82.236.130	192.168.3.131	6.0
192.168.3.131	208.82.236.130	6.0
147.31.122.1	172.16.255.1	6.0
208.82.236.129	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
172.16.255.1	147.31.122.1	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.129	192.168.3.131	6.0
192.168.3.131	208.82.236.129	6.0
192.168.3.131	208.82.236.129	6.0
192.168.3.131	208.82.236.130	6.0
192.168.3.131	208.82.236.130	6.0
208.82.236.129	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
192.168.3.131	208.82.236.130	6.0
192.168.3.131	208.82.236.130	6.0
208.82.236.130	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
192.168.3.131	208.82.236.130	6.0
208.82.236.130	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
192.168.3.131	208.82.236.130	6.0
208.82.236.130	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
192.168.3.131	208.82.236.130	6.0
208.82.236.130	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
192.168.3.131	208.82.236.130	6.0
192.168.3.131	208.82.236.130	6.0
208.82.236.130	192.168.3.131	6.0
192.168.3.131	208.82.236.130	6.0
208.82.236.130	192.168.3.131	6.0
192.168.3.131	208.82.236.130	6.0
208.82.236.130	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
192.168.3.131	208.82.236.130	6.0
192.168.3.131	208.82.236.130	6.0
208.82.236.130	192.168.3.131	6.0
208.82.236.130	192.168.3.131	6.0
147.31.122.1	172.16.255.1	6.0
192.168.3.131	65.54.95.68	6.0
172.16.255.1	147.31.122.1	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.75	192.168.3.131	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	239.255.255.250	17.0
172.16.255.1	239.255.255.250	17.0
172.16.255.1	172.16.0.1	17.0
172.16.255.1	147.31.122.1	6.0
172.16.255.1	194.165.188.79	6.0
172.16.255.1	172.16.0.1	17.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
147.31.122.1	172.16.255.1	6.0
147.31.122.1	172.16.255.1	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
147.31.122.1	172.16.255.1	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
147.31.122.1	172.16.255.1	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
147.31.122.1	172.16.255.1	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
147.31.122.1	172.16.255.1	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
172.16.255.1	67.82.196.121	17.0
172.16.255.1	188.231.175.85	17.0
67.82.196.121	172.16.255.1	17.0
172.16.255.1	172.16.0.1	17.0
172.16.255.1	188.2.252.64	17.0
172.16.255.1	67.117.28.180	17.0
172.16.255.1	190.213.192.39	17.0
172.16.255.1	67.9.27.118	17.0
67.117.28.180	172.16.255.1	17.0
172.16.255.1	67.117.28.180	17.0
172.16.255.1	190.39.220.172	17.0
172.16.255.1	67.84.192.140	17.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
188.231.175.85	172.16.255.1	17.0
67.9.27.118	172.16.255.1	17.0
67.117.28.180	172.16.255.1	17.0
172.16.255.1	67.117.28.180	17.0
67.84.192.140	172.16.255.1	17.0
188.2.252.64	172.16.255.1	17.0
172.16.255.1	188.2.252.64	17.0
147.31.122.1	172.16.255.1	6.0
147.31.122.1	172.16.255.1	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
147.31.122.1	172.16.255.1	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
172.16.255.1	147.31.122.1	6.0
67.117.28.180	172.16.255.1	17.0
172.16.255.1	67.117.28.180	17.0
67.117.28.180	172.16.255.1	17.0
172.16.255.1	67.117.28.180	17.0
172.16.255.1	213.166.51.4	6.0
188.2.252.64	172.16.255.1	17.0
172.16.255.1	188.2.252.64	17.0
67.117.28.180	172.16.255.1	17.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	65.54.95.75	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.68	192.168.3.131	6.0
188.2.252.64	172.16.255.1	17.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	188.2.252.64	17.0
65.54.95.75	192.168.3.131	6.0
65.54.95.75	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.75	192.168.3.131	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.68	192.168.3.131	6.0
65.54.95.68	192.168.3.131	6.0
192.168.3.131	65.54.95.68	6.0
65.54.95.75	192.168.3.131	6.0
65.54.95.75	192.168.3.131	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
65.54.95.75	192.168.3.131	6.0
65.54.95.75	192.168.3.131	6.0
192.168.3.131	65.54.95.75	6.0
188.2.252.64	172.16.255.1	17.0
172.16.255.1	147.31.122.1	6.0
172.16.255.1	188.2.252.64	17.0
192.168.3.131	65.54.95.75	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
172.16.255.1	194.165.188.79	6.0
188.2.252.64	172.16.255.1	17.0
172.16.255.1	172.16.0.1	17.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
147.31.122.1	172.16.255.1	6.0
147.31.122.1	172.16.255.1	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
172.16.255.1	147.31.122.1	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
172.16.255.1	213.166.51.4	6.0
147.31.122.1	172.16.255.1	6.0
172.16.255.1	147.31.122.1	6.0
172.16.255.1	194.165.188.79	6.0
172.16.255.1	194.165.188.79	6.0
194.165.188.79	172.16.255.1	6.0
172.16.255.1	194.165.188.79	6.0
172.16.255.1	194.165.188.79	6.0
194.165.188.79	172.16.255.1	6.0
194.165.188.79	172.16.255.1	6.0
172.16.255.1	194.165.188.79	6.0
194.165.188.79	172.16.255.1	6.0
172.16.255.1	194.165.188.79	6.0
194.165.188.79	172.16.255.1	6.0
194.165.188.79	172.16.255.1	6.0
172.16.255.1	194.165.188.76	6.0
172.16.255.1	212.8.166.36	6.0
172.16.255.1	194.165.188.79	6.0
172.16.255.1	147.31.122.1	6.0
